"SR_NUM_1","SR_NUM_2","SITE_NAME_COMPARISON_SCORE","STATE_COMPARISON_SCORE","CITY_COMPARISON_SCORE","POSTAL_CODE_COMPARISON_SCORE","CONCAT_ADDRESS_COMPARISON_SCORE","NUM_OF_MATCHES_FOUND"
25861,843,1,1,1,1,0,4
26331,843,0,1,1,0,3,5
26459,843,0,1,1,0,3,5
26620,843,0,1,1,0,3,5
26805,843,0,1,1,0,3,5
26906,843,0,1,1,0,3,5
27027,843,0,1,1,0,3,5
27409,843,0,1,1,0,3,5
27593,843,0,1,1,0,3,5
27665,843,0,1,1,0,3,5
27707,843,0,1,1,0,3,5
27716,843,0,1,1,0,3,5
27814,843,0,1,1,0,3,5
28261,843,0,1,1,0,3,5
29123,843,0,1,1,0,3,5
29366,843,1,1,1,1,3,7
29501,843,0,1,1,0,3,5
30213,843,0,1,1,0,3,5
30890,843,0,1,1,0,3,5
31584,843,0,1,1,0,3,5
31638,843,0,1,1,0,3,5
33923,843,0,1,1,1,3,6
34026,843,1,1,1,1,0,4
35053,843,0,1,1,0,3,5
10195,844,1,1,1,1,0,4
8221,845,0,1,1,1,3,6
10584,845,0,1,1,1,3,6
12072,845,0,1,1,1,3,6
16333,845,0,1,1,1,3,6
16399,845,0,1,1,1,3,6
22901,845,0,1,1,1,3,6
22952,845,0,1,1,1,3,6
25708,845,0,1,1,0,3,5
29627,845,0,1,1,0,3,5
7662,967,1,1,1,1,0,4
4178,980,1,1,1,1,0,4
7147,980,1,1,1,1,0,4
7719,980,1,1,1,1,0,4
8539,980,1,1,1,1,3,7
7749,1403,0,1,1,0,3,5
8155,1403,0,1,1,0,3,5
13176,1403,0,1,1,0,3,5
14655,1403,0,1,1,0,3,5
19083,1403,0,1,1,0,3,5
22910,1403,0,1,1,0,3,5
25533,1403,0,1,1,0,3,5
27268,1403,0,1,1,0,3,5
27690,1403,0,1,1,0,3,5
29956,1403,0,1,1,0,3,5
31207,1403,0,1,1,0,3,5
33501,1403,0,1,1,0,3,5
34569,1403,0,1,1,0,3,5
14213,1405,0,1,1,1,3,6
19133,1405,0,1,1,1,3,6
21103,1405,0,1,1,1,3,6
22295,1405,0,1,1,1,3,6
23692,1405,0,1,1,1,3,6
25803,1405,0,1,1,1,3,6
27412,1405,0,1,1,1,3,6
21103,1406,1,0,0,0,3,4
22295,1406,1,0,0,0,3,4
25803,1406,1,0,0,0,3,4
5787,1634,0,1,1,1,3,6
32298,1634,0,0,0,1,3,4
1692,1643,1,1,1,1,3,7
28327,1643,0,0,0,1,3,4
28327,1692,0,0,0,1,3,4
2664,2175,0,1,1,0,3,5
2913,2175,1,1,1,1,3,7
8360,2175,0,1,1,1,3,6
8982,2175,1,0,1,1,3,6
9075,2175,0,1,1,1,3,6
9600,2175,0,1,1,1,3,6
10107,2175,0,1,1,1,3,6
10225,2175,0,1,1,1,3,6
11280,2175,1,1,1,1,3,7
11972,2175,0,1,1,1,3,6
11973,2175,1,1,1,1,3,7
12939,2175,0,1,1,0,3,5
15861,2175,1,1,1,1,3,7
16753,2175,0,1,1,0,3,5
21088,2175,0,1,0,1,3,5
22273,2175,0,1,1,1,3,6
23556,2175,0,0,1,0,3,4
25009,2175,0,0,1,0,3,4
25084,2175,0,1,1,0,3,5
26331,2175,0,1,1,0,3,5
26906,2175,0,1,1,0,3,5
27665,2175,0,1,1,0,3,5
27707,2175,0,1,1,0,3,5
27814,2175,0,1,1,0,3,5
28941,2175,1,1,1,0,3,6
29366,2175,0,1,1,1,3,6
30890,2175,0,1,1,0,3,5
31638,2175,0,1,1,0,3,5
33923,2175,0,1,1,1,3,6
35053,2175,0,1,1,0,3,5
9751,2176,1,1,1,1,0,4
12073,2176,1,1,1,1,0,4
23412,2176,0,1,1,0,3,5
30206,2176,1,1,1,1,0,4
31635,2176,1,1,1,1,0,4
8954,2177,0,1,1,1,3,6
9785,2177,0,0,1,1,3,5
11107,2177,0,1,1,1,3,6
11508,2177,0,1,1,1,3,6
22914,2177,0,1,1,1,3,6
7721,2338,1,1,1,1,0,4
8479,2338,0,0,0,1,3,4
10707,2338,1,1,1,1,3,7
12273,2338,0,0,0,1,3,4
12499,2338,0,0,0,1,3,4
22800,2338,0,0,0,1,3,4
22916,2338,0,0,0,1,3,4
24286,2338,0,0,0,1,3,4
30525,2338,0,0,0,1,3,4
31986,2338,0,0,0,1,3,4
2957,2383,1,1,1,1,3,7
2662,2408,1,1,1,1,3,7
9684,2408,0,1,1,0,3,5
9699,2408,0,1,1,1,3,6
10018,2408,0,1,1,0,3,5
11411,2408,0,1,1,1,3,6
12814,2408,0,1,1,1,3,6
21094,2408,0,1,1,1,3,6
21834,2408,0,1,1,1,3,6
23693,2408,0,1,1,1,3,6
25804,2408,0,1,1,0,3,5
30078,2408,0,1,1,0,3,5
30088,2408,0,1,1,1,3,6
31529,2408,0,1,1,1,3,6
27268,2439,0,1,1,1,3,6
29956,2439,0,1,1,1,3,6
30998,2439,0,1,1,0,3,5
33501,2439,0,1,1,1,3,6
34569,2439,0,1,1,1,3,6
8324,2499,1,1,1,1,0,4
9794,2499,1,1,1,1,0,4
10369,2499,1,1,1,1,0,4
13049,2499,1,1,1,1,0,4
13983,2499,1,1,1,1,0,4
15427,2499,1,1,1,1,0,4
15893,2499,1,1,1,1,0,4
16548,2499,1,1,1,1,0,4
22274,2499,1,1,1,1,0,4
22938,2499,1,1,1,1,0,4
25471,2499,1,1,1,1,0,4
28552,2499,1,1,1,1,0,4
30529,2499,1,1,1,1,0,4
30738,2499,1,1,1,1,0,4
34570,2499,1,1,1,1,0,4
9684,2662,0,1,1,0,3,5
9699,2662,0,1,1,1,3,6
10018,2662,0,1,1,0,3,5
11411,2662,0,1,1,1,3,6
12814,2662,0,1,1,1,3,6
21094,2662,0,1,1,1,3,6
21834,2662,0,1,1,1,3,6
23693,2662,0,1,1,1,3,6
25804,2662,0,1,1,0,3,5
30078,2662,0,1,1,0,3,5
30088,2662,0,1,1,1,3,6
31529,2662,0,1,1,1,3,6
2913,2664,0,1,1,0,3,5
8360,2664,0,1,1,0,3,5
8982,2664,0,0,1,0,3,4
9075,2664,0,1,1,0,3,5
9600,2664,0,1,1,0,3,5
10107,2664,0,1,1,0,3,5
10225,2664,0,1,1,0,3,5
11280,2664,0,1,1,0,3,5
11972,2664,0,1,1,0,3,5
11973,2664,0,1,1,0,3,5
12939,2664,0,1,1,0,3,5
15861,2664,0,1,1,0,3,5
16753,2664,0,1,1,0,3,5
21088,2664,0,1,0,0,3,4
22273,2664,0,1,1,0,3,5
23556,2664,0,0,1,0,3,4
25009,2664,0,0,1,0,3,4
25084,2664,0,1,1,0,3,5
26331,2664,0,1,1,0,3,5
26906,2664,0,1,1,0,3,5
27665,2664,0,1,1,0,3,5
27707,2664,0,1,1,0,3,5
27814,2664,0,1,1,0,3,5
28941,2664,0,1,1,0,3,5
29366,2664,0,1,1,0,3,5
30890,2664,0,1,1,0,3,5
31638,2664,0,1,1,0,3,5
33923,2664,0,1,1,0,3,5
35053,2664,0,1,1,0,3,5
25921,2701,0,1,1,1,3,6
5694,2704,0,0,0,1,3,4
9245,2704,1,1,1,1,0,4
26946,2704,0,1,1,1,3,6
13752,2809,0,1,1,0,3,5
17780,2809,0,1,1,1,3,6
19015,2809,0,1,1,0,3,5
19282,2809,0,1,1,1,3,6
25432,2809,0,1,1,1,3,6
26343,2809,0,1,1,1,3,6
27495,2809,0,1,1,1,3,6
27616,2809,0,1,1,1,3,6
27788,2809,0,1,1,0,3,5
30041,2809,0,1,1,1,3,6
30995,2809,0,1,1,1,3,6
31618,2809,0,1,1,1,3,6
31874,2809,0,1,1,1,3,6
