SR_NUM_1,SR_NUM_2,SITE_NAME_COMPARISON_SCORE,STATE_COMPARISON_SCORE,CITY_COMPARISON_SCORE,POSTAL_CODE_COMPARISON_SCORE,CONCAT_ADDRESS_COMPARISON_SCORE,NUM_OF_MATCHES_FOUND,COUNTRY
8697,8696,1,1,1,1,3,7,Italy
8701,8696,1,1,1,1,3,7,Italy
8703,8696,1,1,1,1,3,7,Italy
8699,8698,1,1,1,1,3,7,Italy
8705,8704,1,1,1,1,3,7,Italy
8706,8704,1,1,1,1,3,7,Italy
8712,8704,1,1,1,1,3,7,Italy
8710,8709,1,1,1,1,3,7,Italy
8715,8713,1,1,1,1,3,7,Italy
8716,8713,1,1,1,1,3,7,Italy
8717,8714,1,1,1,1,3,7,Italy
8718,8714,1,1,1,1,3,7,Italy
8719,8714,1,1,1,1,3,7,Italy
8722,8721,1,1,1,1,3,7,Italy
8723,8721,1,1,1,1,3,7,Italy
8724,8721,1,1,1,1,3,7,Italy
8725,8721,1,1,1,1,3,7,Italy
8730,8729,1,1,1,1,3,7,Italy
8731,8729,0,1,1,1,3,6,Italy
8732,8729,1,1,1,1,0,4,Italy
8737,8736,1,1,1,1,0,4,Italy
8740,8739,1,1,1,1,3,7,Italy
8741,8739,1,1,1,1,3,7,Italy
8742,8739,1,1,1,1,3,7,Italy
8743,8739,1,1,1,1,3,7,Italy
8745,8744,1,1,1,1,3,7,Italy
8749,8748,1,1,1,1,3,7,Italy
8751,8750,1,1,1,1,3,7,Italy
8754,8753,1,1,1,1,3,7,Italy
8755,8753,1,1,1,1,3,7,Italy
8756,8753,1,1,1,1,3,7,Italy
8757,8753,1,1,1,1,3,7,Italy
8758,8753,1,1,1,1,3,7,Italy
8759,8753,1,1,1,1,3,7,Italy
8762,8760,1,1,1,1,3,7,Italy
8761,8760,1,1,1,1,0,4,Italy
8767,8766,1,1,1,1,0,4,Italy
8769,8768,1,1,1,1,3,7,Italy
8774,8772,1,1,1,1,3,7,Italy
8775,8772,1,1,1,1,3,7,Italy
8776,8772,1,1,1,1,3,7,Italy
8777,8772,1,1,1,1,3,7,Italy
8778,8772,1,1,1,1,3,7,Italy
8779,8772,1,0,1,1,3,6,Italy
8773,8772,1,1,1,1,0,4,Italy
8782,8781,1,1,1,1,0,4,Italy
8786,8785,1,1,1,1,3,7,Italy
8787,8785,1,1,1,1,3,7,Italy
8788,8785,1,1,1,1,3,7,Italy
8789,8785,1,1,1,1,3,7,Italy
8790,8785,1,1,1,1,3,7,Italy
8791,8785,1,1,1,1,3,7,Italy
8793,8792,1,1,1,1,3,7,Italy
8798,8797,1,1,1,1,3,7,Italy
8804,8803,1,1,1,1,3,7,Italy
8805,8803,0,0,1,1,3,5,Italy
8811,8810,1,1,1,1,3,7,Italy
